cdc,scrip,value
750231190979,LUCK,3684850.0
499128147391,LUCK,66569100.0
229344967236,PSO,8058600.0
083481590402,OGDC,8581920.0
017032689563,PSO,442260.0
327506960957,FFC,3207600.0
102227621849,MEBL,276070.0
235374507652,MARI,138700.0
586958685808,PSO,404640.0
406009678327,MARI,20816400.0
841954320493,PPL,1973160.0
095734883046,ENGRO,2763600.0
048447883339,ENGRO,283640.0
817829536499,SYS,4443380.0
781922414277,MARI,37070900.0
250328903455,PSO,5597460.0
391380386223,ENGRO,775320.0
328260573042,OGDC,252960.0
186364986192,LUCK,43018950.0
022715362958,OGDC,3595440.0
612498742598,PSO,4340700.0
321850481560,PPL,1687560.0
560021521812,PPL,15579585.0
229200696746,MARI,95041800.0
708693099799,PPL,18666795.0
811373239227,LUCK,6118450.0
524499142022,FFC,933790.0
913548262207,MEBL,11780.0
725655612553,OGDC,288000.0
983990422681,FFC,3220030.0
622648441718,MEBL,3332600.0
724681033293,FFC,9766790.0
880207011763,ENGRO,52515960.0
986548504803,FFC,2904110.0
770463720783,PPL,14241150.0
649342832703,HBL,2578395.0
702288863557,MEBL,33356590.0
119381052298,SYS,93009380.0
573707090971,FFC,4475570.0
037855706621,OGDC,13445520.0
745374290850,LUCK,1753700.0
772856183474,LUCK,10058750.0
928045808842,OGDC,23640.0
800735689288,MARI,4014700.0
771215097978,PSO,82980.0
926640664348,LUCK,176150.0
783686512897,HBL,239780.0
306758589336,MEBL,4905420.0
573394135008,LUCK,1123200.0
879041718092,PPL,223860.0
067819193040,FFC,1184260.0
744394809072,SYS,46168000.0
305338129674,FFC,6712420.0
242512534180,PSO,221760.0
625805794796,LUCK,13863850.0
553929432004,LUCK,73102250.0
873954137659,ENGRO,85680.0
809358455269,OGDC,12690600.0
749273401666,MARI,24555600.0
634754066221,FFC,9550090.0
197235943675,HBL,14703720.0
333242276446,MEBL,542070.0
154894720596,FFC,44660.0
101834911198,FFC,12223200.0
275102400385,PPL,17430735.0
006875590877,LUCK,109883800.0
281054419998,LUCK,21379800.0
099724980823,PSO,4763160.0
589430608435,FFC,2224970.0
269099008274,SYS,100093500.0
827450663291,PSO,34922880.0
150038636235,MARI,268356000.0
646020732328,PSO,2763900.0
429590001942,FFC,2488200.0
247394517977,MEBL,133950.0
690966731405,OGDC,264600.0
042179879334,SYS,1281220.0
422051788202,SYS,5788980.0
653845158311,MARI,19142500.0
051709934902,OGDC,2812080.0
678441871196,LUCK,1596400.0
129643676640,MEBL,2864820.0
092136863925,MEBL,349980.0
730852317836,MARI,1010800.0
653078487286,LUCK,752050.0
241387857653,MEBL,17567970.0
294759689623,MEBL,314070.0
946075774423,MEBL,35323850.0
381493149619,OGDC,23276040.0
340388478882,FFC,3041280.0
333743955890,FFC,20189620.0
320871994505,MEBL,2301660.0
052637048683,ENGRO,6139840.0
574062061755,FFC,1465200.0
339883067092,LUCK,8500700.0
097985323476,ENGRO,2919560.0
469247368066,HBL,2249410.0
944860514274,MARI,3545400.0
661014475449,PSO,125820.0
128737227700,PSO,1680660.0
641854525654,FFC,2355650.0
923233675248,FFC,2601940.0
151814805096,FFC,1938200.0
243723370025,HBL,1177715.0
489528667334,ENGRO,18480.0
996215953099,SYS,121220.0
878844621764,OGDC,50640.0
780124490988,OGDC,2394720.0
683434424478,PPL,16850400.0
400172856540,HBL,13975355.0
350858721792,MEBL,1569780.0
897823228562,PSO,4205160.0
641284893804,HBL,334210.0
363387828128,MEBL,4554870.0
623523312305,MEBL,5012580.0
833071383033,FFC,362560.0
977095860674,HBL,435860.0
572515468704,FFC,19836410.0
795598974925,FFC,517990.0
806404749269,LUCK,9166300.0
479786106475,OGDC,7438800.0
347893134177,HBL,30685.0
784732950504,SYS,571300.0
133443924047,MEBL,553850.0
250947813012,ENGRO,6428800.0
314896508036,HBL,16772535.0
792616384732,FFC,1093840.0
970680324332,SYS,605520.0
365552249866,OGDC,78120.0
889863942474,OGDC,2772960.0
908092121777,OGDC,2526240.0
284160737228,SYS,10803660.0
127395506311,PPL,1884855.0
773709345932,PPL,12798450.0
280232764274,SYS,2374520.0
962746861591,HBL,14047175.0
686329757587,MARI,63919800.0
786668843828,OGDC,9695760.0
541020467871,PPL,1278375.0
571257597956,PPL,167790.0
803381641773,LUCK,37039600.0
766225186422,MEBL,29392620.0
337991121368,LUCK,95505800.0
245861374891,PSO,1303380.0
396613292796,FFC,2048860.0
507102093871,MARI,102218100.0
064260137605,ENGRO,6822480.0
358802222412,SYS,55307640.0
359184758645,FFC,88330.0
095994249767,FFC,68860.0
540729344514,OGDC,16357440.0
810634390308,FFC,14531440.0
698174129592,FFC,1364660.0
727251016440,HBL,2493655.0
658123555975,MEBL,5145200.0
987556178606,MEBL,840940.0
380699264031,OGDC,121320.0
204926923210,PPL,2846025.0
673177485141,PPL,10084935.0
466429081370,OGDC,40800.0
431955910238,MARI,31338600.0
091974019119,FFC,308000.0
131689695729,PPL,1735335.0
066175623508,SYS,3195800.0
672271800463,OGDC,2189760.0
403376376595,HBL,72105.0
894185450933,PSO,3901860.0
323159320877,PSO,336420.0
171798632175,SYS,23607740.0
561998952458,HBL,463980.0
902039831697,MEBL,5627990.0
000638509135,ENGRO,14541520.0
558849184719,MEBL,37988030.0
488764767102,PPL,115185.0
527157166033,SYS,986000.0
565350474041,PPL,627060.0
945985355531,HBL,11208860.0
060871703797,HBL,4916725.0
650519206476,PPL,7142940.0
926308197272,PPL,1062915.0
129885789417,PPL,254415.0
808144018357,SYS,11913200.0
679987170183,OGDC,22550520.0
869425285775,SYS,90228860.0
363292752116,HBL,269135.0
617287778456,FFC,1634820.0
120861299563,MARI,5183200.0
432345110352,PPL,1072680.0
236187310048,MARI,19708700.0
570677047103,MARI,341517400.0
076483714507,MARI,202864900.0
536298072729,HBL,1469935.0
815008564326,LUCK,16653000.0
335618332518,HBL,15631775.0
725781198239,LUCK,8834800.0
796436469855,PSO,74520.0
438170723460,MARI,53068900.0
601512818747,PSO,2329200.0
620032804453,FFC,957880.0
392747662269,MARI,33411500.0
395361395023,FFC,197560.0
386547984776,HBL,677255.0
246234347556,ENGRO,7938840.0
509175197905,OGDC,3367440.0
075496839716,PPL,494550.0
062920462189,LUCK,42194750.0
392291849647,LUCK,113072700.0
254051583278,PPL,13651890.0
541558680189,FFC,131120.0
676550711141,OGDC,142200.0
914794287478,HBL,16308555.0
419241695549,PPL,93765.0
769539941032,OGDC,1631040.0
876244237432,OGDC,1330680.0
220211887282,MEBL,19965770.0
866698966831,HBL,4022205.0
025953112069,LUCK,80942550.0
448324356020,LUCK,18508750.0
916283729133,SYS,1419260.0
773038231754,ENGRO,2025240.0
438844837336,LUCK,30596150.0
529398362206,FFC,2959770.0
672319056610,MARI,19096900.0
465014726233,FFC,12369610.0
949784214108,HBL,20235.0
933702361098,SYS,107904940.0
978462761658,LUCK,6287450.0
614817152368,MARI,4770900.0
325537585215,HBL,230185.0
518141498567,OGDC,13897680.0
254279408938,MEBL,2615540.0
911107842654,OGDC,23274840.0
003028195668,FFC,14562570.0
432403528547,MEBL,3568580.0
744022438424,OGDC,3959280.0
409478021226,PSO,23771160.0
425715601257,PSO,6136740.0
013390329773,HBL,2136265.0
760114422000,ENGRO,275240.0
198799084317,PPL,16326450.0
940442223360,LUCK,1898650.0
852346244767,HBL,2457080.0
418836090019,SYS,15539360.0
267420113669,FFC,61160.0
073526841562,MARI,54796000.0
654947151948,MARI,5280100.0
266305376411,MARI,5428300.0
562867748037,OGDC,71880.0
156986783452,FFC,2522740.0
135009867734,OGDC,439080.0
672062354580,FFC,3002340.0
353287691173,PPL,548310.0
031377117556,PPL,13673205.0
269036821841,LUCK,10515050.0
023654237182,PSO,729540.0
369069946708,LUCK,60969350.0
243367654878,MARI,91627500.0
108210113702,OGDC,192720.0
136645158173,PPL,17092215.0
006950655979,MARI,29284700.0
925477977937,LUCK,14962350.0
903147332912,MEBL,310460.0
573099229868,LUCK,1577550.0
444620610225,OGDC,4693800.0
843655130210,HBL,230565.0
735718465752,ENGRO,4085200.0
231206401773,FFC,2758250.0
772269348066,OGDC,2851080.0
312750748383,MARI,3967200.0
620663560637,OGDC,99600.0
205292256368,PPL,53760.0
125300788234,MARI,228969000.0
800990943320,MARI,38663100.0
068771464606,MARI,993700.0
670017756904,OGDC,106920.0
672080820224,MEBL,450110.0
105939724147,LUCK,643500.0
401333184059,HBL,15515780.0
444162549481,PPL,2629620.0
384119519843,LUCK,35262500.0
098500043064,LUCK,400400.0
759376334377,HBL,96140.0
615486075117,LUCK,96850.0
046088159634,HBL,468350.0
611516613893,ENGRO,784000.0
